kost_name_rough,kota,type_kos,area,facility_score,harga_nomina
Kost Pondok Nirwana Merr Tipe C Surabaya,surabaya,putri,rungkut,6,1600000
Kost Pondok Nirwana Merr Tipe B Surabaya,surabaya,putri,rungkut,4,1500000
Kost Pondok Nirwana Merr Tipe A Surabaya,surabaya,putri,rungkut,4,1400000
Kost Rungkut Mejoyo Selatan  X No 26 Rungkut Surabaya,surabaya,putri,rungkut,4,1100000
Kost Rungkut Mejoyo Selatan X  No.26 Rungkut Surabaya,surabaya,putri,rungkut,4,850000
Kost Rumah LE Laundry Exelso Rungkut Surabaya,surabaya,putri,rungkut,4,1100000
Kost Griya Agung Sukolilo Surabaya,surabaya,putra,sukolilo,0,600000
Kost VIP Merr Tipe D Surabaya,surabaya,putra,sukolilo,6,1525000
Kost VIP Merr Tipe B Surabaya,surabaya,putra,sukolilo,6,1500000
Kost VIP Merr Tipe C Surabaya,surabaya,putra,sukolilo,6,1560000
Kost VIP Merr Tipe E Surabaya,surabaya,putra,sukolilo,6,1550000
Kost Brantas Permai Wiyung Surabaya,surabaya,putri,wiyung,4,900000
Kost Barokah Jajar Tunggal Tipe A Wiyung Surabaya,surabaya,campur,wiyung,2,400000
Kost Sutrami No 1 Wiyung Surabaya,surabaya,putri,wiyung,2,450000
Kost Sutrami No 26 Wiyung Surabaya,surabaya,putri,wiyung,2,500000
Kost Bapak Kusnan Tipe B Gubeng Surabaya,surabaya,putri,gubeng,4,750000
Kost Pak Kusnan Tipe C Gubeng Surabaya,surabaya,putri,gubeng,4,800000
Kost Karmen Tipe A Gubeng Surabaya,surabaya,putri,gubeng,4,500000
Kost Karmen Tipe B Gubeng Surabaya,surabaya,putri,gubeng,4,500000
Kost Murah Eksekutif Tipe A Manyar Sambongan Gubeng Surabaya,surabaya,campur,gubeng,6,1300000
Kost Marlan Tambaksari Surabaya,surabaya,campur,tambaksari,0,600000
Kost Ibu Sarman Gubeng Surabaya,surabaya,putra,gubeng,4,600000
Kost  Kertajaya Gubeng Surabaya,surabaya,putri,gubeng,4,750000
Kost Putri Aurelia Gubeng Surabaya,surabaya,putri,gubeng,0,500000
Kost Jalan Kedung Tarukan Baru Gubeng Surabaya,surabaya,putra,gubeng,2,600000
Jl kedung tarukan baru 4a no2 agen pos,surabaya,putra,gubeng,4,500000
Kost Kedung Tarukan Baru 1 No.38 Gubeng Surabaya,surabaya,putra,gubeng,4,600000
Kost Berkat Tambaksari Surabaya,surabaya,putra,tambaksari,4,1250000
Kost Cika Indah Tambaksari Surabaya,surabaya,putri,tambaksari,4,2000000
Kost Gubeng Kertajaya Surabaya,surabaya,putra,gubeng,6,2200000
Kost Dharmawangsa Barat Gubeng  Surabaya,surabaya,putri,gubeng,4,600000
Kost Pak Ribut Gubeng Surabaya,surabaya,putra,gubeng,0,600000
Kost Ibu Parmi Gubeng Surabaya,surabaya,putra,gubeng,4,1300000
Kost Ibu Mul Mojo Surabaya,surabaya,putra,gubeng,4,700000
Kost Circle Tipe A Gubeng Kertajaya Surabaya,surabaya,putra,gubeng,4,1450000
Kost Dua Dua Karang Rejo Timur Wonokromo Surabaya,surabaya,putri,wonokromo,2,750000
Kost Ibu Linda Wonokromo Surabaya,surabaya,putri,wonokromo,2,600000
Kost Dento Baratajaya Gubeng Surabaya,surabaya,putri,gubeng,4,1500000
Kost Brawet Wonokromo Surabaya,surabaya,putri,wonokromo,2,950000
Kost Ketintang 91 Wonokromo Surabaya,surabaya,campur,gayungan,6,1250000
Kost Ngagel Madya V 39 Tipe C Gubeng Surabaya,surabaya,putra,gubeng,4,1000000
Kost Ngagel Madya V 39 Gubeng Surabaya,surabaya,putra,gubeng,4,750000
Kost Rumah Mukanie 1 Gayungan Surabaya,surabaya,putri,gayungan,2,750000
Kost Rumah Mukanie 2 Gayungan Surabaya,surabaya,putri,gayungan,6,950000
Kost Putri Tipe B Wonokromo Surabaya,surabaya,putri,wonokromo,0,550000
Kost Njs320 Tipe B Gubeng Surabaya,surabaya,campur,gubeng,2,900000
Kost Njs320 Tipe C Gubeng Surabaya,surabaya,campur,gubeng,2,1500000
Kost Diana Wonokromo Surabaya,surabaya,putri,wonokromo,0,450000
Kost Jl Barata Jaya XX Surabaya,surabaya,campur,gubeng,4,1300000
Kost Yustina Gubeng Surabaya,surabaya,putri,gubeng,2,650000
Kost Pasutri Pak Helmi Boarding House Sukolilo Surabaya,surabaya,putri,sukolilo,6,1700000
Kost Alfika Syariah Gubeng Surabaya,surabaya,putri,gubeng,4,700000
Kost Pak Yudi Sukolilo Surabaya,surabaya,putra,sukolilo,4,1000000
Kost Keputih Makam E 21 Sukolilo Surabaya,surabaya,putra,sukolilo,0,500000
Kost Agam Keputih 1/42 Tipe A Sukolilo Surabaya,surabaya,putra,sukolilo,4,1000000
Kost Putra Merdeka Sukolilo Surabaya,surabaya,putra,sukolilo,2,550000
Kost Muslimah 104 Tipe B Sukolilo Surabaya,surabaya,putri,sukolilo,2,550000
Kost Muslimah 104 Tipe C Sukolilo Surabaya,surabaya,putri,sukolilo,2,600000
Kost Pak Ali Irsyad I Sukolilo Surabaya,surabaya,putra,sukolilo,4,650000
Kost Kedondong Umi Sukolilo Surabaya,surabaya,campur,sukolilo,2,700000
Kost Karang Menjangan Gubeng Surabaya,surabaya,putra,gubeng,2,600000
Kost Like Mojoklangru  Tipe A Gubeng Surabaya,surabaya,campur,gubeng,4,900000
Kost Like Mojoklangru  Tipe B Gubeng Surabaya,surabaya,campur,gubeng,4,1400000
Kost Like Gubeng Surabaya,surabaya,campur,gubeng,4,1000000
Kost Montis Gubeng Surabaya,surabaya,campur,gubeng,4,1250000
Kost Griya Semar Gubeng Surabaya,surabaya,putri,gubeng,4,1300000
Kost Dharma Berkah Yudistira Gubeng Surabaya,surabaya,putri,gubeng,2,500000
Kost Griyo Eyang Toemin Gubeng Surabaya,surabaya,campur,gubeng,0,1800000
Kost Prambanan 9A Tipe A Tambaksari Surabaya,surabaya,putri,tambaksari,4,900000
Kost Prambanan 9A Tipe B Tambaksari Surabaya,surabaya,putri,tambaksari,4,1000000
Kost Bu Ofa Tipe B Tambaksari Surabaya,surabaya,putri,tambaksari,2,350000
Kost Bu Ira Gubeng Surabaya,surabaya,campur,gubeng,4,850000
Kost Nadia Jaya Tegalsari Surabaya,surabaya,putri,tegalsari,4,1000000
Kost Jl Kedung Tarukan Gubeng Surabaya,surabaya,putri,gubeng,2,600000
Kost Yellow Gubeng Surabaya,surabaya,putri,gubeng,4,900000
Kost Dhs Dharmahusada Gubeng Surabaya,surabaya,putra,gubeng,6,2000000
Kost Bu Rossy Tegalsari Surabaya,surabaya,putri,tegalsari,4,500000
Kost Abadi Jaya 41 Tegalsari Surabaya,surabaya,putri,tegalsari,4,900000
Kost Bu Ofa Tipe C Tambaksari Surabaya,surabaya,putri,tambaksari,2,400000
Kost Imannuell Gubeng Surabaya,surabaya,putri,gubeng,2,750000
Kost Njs III/20 Gubeng Surabaya,surabaya,campur,gubeng,2,1000000
Kost Jl Ngagel Jaya TengahTipe B Surabaya,surabaya,campur,gubeng,4,900000
Kost Wanita Ngagel Jaya Tipe A Surabaya,surabaya,putri,gubeng,2,1750000
Kost Upi Dukuh Pakis Surabaya,surabaya,putra,dukuhpakis,6,1350000
Kost Perempuan Dukuhpakis Surabaya,surabaya,putri,dukuhpakis,2,800000
Kost DK Tipe A Dukuhpakis Surabaya,surabaya,campur,dukuhpakis,2,400000
Kost Dk Tipe B Dukuhpakis Surabaya,surabaya,campur,dukuhpakis,4,600000
Kost Ibu Rum Dukuhpakis Surabaya,surabaya,putri,dukuhpakis,2,700000
Kost Darmo Guest House Tipe A Wiyung Surabaya,surabaya,putri,wiyung,6,1599000
Kost Blessing Homestay Dukuh Pakis Surabaya,surabaya,campur,dukuhpakis,6,2200000
[FLEXI] Kost Singgahsini Cimanuk Tipe A Wonokromo Surabaya,surabaya,putri,tegalsari,4,2061500
[FLEXI] Kost Singgahsini Cimanuk Tipe B Wonokromo Surabaya,surabaya,putri,tegalsari,4,1670000
Kost Setail 22 Wonokromo Surabaya,surabaya,campur,wonokromo,6,1500000
Kost Premium Ngagel Mulyo Wonokromo Surabaya,surabaya,campur,wonokromo,4,1750000
Kost Ferkyta Tipe A Wonokromo Surabaya,surabaya,putra,wonokromo,2,1100000
Kost Ferkyta Tipe B Wonokromo Surabaya,surabaya,putra,wonokromo,4,1000000
Kost Bratang Gede Tipe C Wonokromo Surabaya,surabaya,campur,wonokromo,0,1700000
Kost Bratang Gede Tipe B Wonokromo Surabaya,surabaya,campur,wonokromo,2,1500000
Kost Putri Bratang Wonokromo Surabaya,surabaya,putri,wonokromo,0,475000
Kost Bratang Wonokromo Surabaya,surabaya,putri,wonokromo,2,550000
Kost Mi Casa Wonokromo Surabaya,surabaya,putra,wonokromo,4,1000000
Kost Sidik Ngagel Tirto III Wonokromo Surabaya,surabaya,putra,wonokromo,6,612000
Kost Jl Ngagel Tirto III Wonokromo Surabaya,surabaya,putra,wonokromo,4,511000
Kost Bratang Gede 129 Wonokromo Surabaya,surabaya,campur,wonokromo,4,1800000
Kost Djadjang Tipe B Wonokromo Surabaya,surabaya,campur,wonokromo,2,850000
Kost Djadjang Tipe A Wonokromo Surabaya,surabaya,campur,wonokromo,4,1350000
Kost Bratang 1F Tipe A Wonokromo Surabaya,surabaya,putri,wonokromo,2,500000
Kost Bratang 1F Tipe C Wonokromo Surabaya,surabaya,putri,wonokromo,2,500000
Kost Bu Slamet Wonokromo Surabaya,surabaya,campur,wonokromo,0,600000
Kost Pucang Syariah Residence Gubeng Surabaya,surabaya,campur,gubeng,6,1800000
Kost Erga De A Yani Resident Gayungan Surabaya,surabaya,campur,gayungan,6,2750000
Kost Griya Dbl Gayungan Surabaya,surabaya,campur,gayungan,6,3200000
Kost Tamansari Papilio Gayungan Surabaya,surabaya,campur,gayungan,2,3200000
Kost Kirei Executive Juanda Sedati Sidoarjo,surabaya,campur,sedati,6,1000000
Kost Gm Juanda Waru Siodarjo,surabaya,campur,waru,6,1100000
Kost Rumah Krisna Dekat Juanda Waru Sidoarjo,surabaya,putra,waru,6,650000
Kost Gede Sedati Sidoarjo,surabaya,campur,sedati,2,399999
Kost Gede Tipe A Sedati Sidoarjo,surabaya,campur,sedati,4,699999
Kost Mumtaz Sedati Sidoarjo,surabaya,campur,sedati,4,1200000
Kost Mbah Yaroh 07 Sedati Sidoarjo,surabaya,campur,sedati,4,1100000
Kost Kinasih Atiga Waru Sidoarjo,surabaya,campur,waru,0,400000
Kost Juanda Sedati Sidoarjo,surabaya,campur,sedati,6,3900000
Kost Perumahan Gate Garden Juanda Sedati Sidoarjo,surabaya,campur,sedati,4,1200000
Kost  Eksekutif Pepe Duta Amnan Sedati Sidoarjo,surabaya,campur,sedati,4,950000
Kost Oasis Sedati Sidoarjo,surabaya,putri,sedati,2,650000
Kost Omah 1 Waru Sidoarjo,surabaya,putra,waru,4,500000
Kost Kinasih Waru Sidoarjo,surabaya,campur,waru,2,400000
Kost Bandara Juanda Sedati Gede Sidoarjo,surabaya,campur,sedati,4,600000
Kost Davina 2 Tipe B Sedati Sidoarjo,surabaya,campur,sedati,6,900000
Kost Davina 2 Tipe A Sedati Sidoarjo,surabaya,campur,sedati,6,750000
Kost Bu Agustina Sedati Sidoarjo,surabaya,putri,sedati,4,1500000
Kost Griya Asri Tipe A Waru Sidoarjo,surabaya,campur,waru,6,1000000
Kost Kembang Sepatu 32 Tipe B Senen Jakarta Pusat,jakarta,campur,senen,0,800000
Kost Cha Cha Senen Jakarta Pusat,jakarta,putri,senen,4,1700000
Kost Qiwagi Kemayoran Jakarta Pusat,jakarta,campur,kemayoran,2,1600000
Kost GMT Kemayoran Jakarta Pusat,jakarta,campur,kemayoran,2,650000
Kost Anton Kenari Senen Jakarta Pusat,jakarta,putri,senen,2,750000
Kost Gembong Residence 2 Kemayoran Jakarta Pusat,jakarta,campur,kemayoran,2,900000
Kost Cikini Menteng Gondangdia Menteng Jakarta Pusat,jakarta,campur,menteng,6,1000000
Kost Kalibaru Timur 5 Tipe B Senen Jakarta Pusat,jakarta,putri,senen,2,1250000
Kost Opung Tipe B Menteng Jakarta Pusat,jakarta,campur,menteng,6,1800000
Kost Hj Menteng Jakarta Pusat,jakarta,putri,menteng,4,1400000
Kost Probolinggo Residence Tipe A  Menteng Jakarta Pusat,jakarta,putri,menteng,6,1999000
Kost G20 Tipe B Kemayoran Jakarta Pusat,jakarta,campur,kemayoran,4,1800000
Kost G20 Tipe A Kemayoran Jakarta Pusat,jakarta,campur,kemayoran,4,1600000
Kost Ketapang 127 Tipe A Kemayoran Jakarta Pusat,jakarta,campur,kemayoran,4,900000
Kost Rawa Kepa Grogol Petamburan Jakarta Barat,jakarta,campur,grogol petamburan,6,1200000
Kost Melsa House Menteng Jakarta Pusat,jakarta,putri,menteng,6,1750000
Kost Jaya Residence Palmerah Jakarta Barat,jakarta,campur,palmerah,6,1800000
Kost Belida Benhil Tipe B Tanah Abang Jakarta Pusat,jakarta,putra,tanah abang,4,1800000
Legreen Suite Setiabudi Jakarta Selatan,jakarta,campur,setiabudi,6,4000000
Kost Damai Sejahtera Tipe A Tanah Abang Jakarta Pusat,jakarta,campur,tanah abang,2,1125000
Kost Damai Sejahtera Tipe B Tanah Abang Jakarta Pusat,jakarta,campur,tanah abang,2,1215000
Kost Damai Sejahtera Tipe D Tanah Abang Jakarta Pusat,jakarta,campur,tanah abang,0,1980000
Kost Damai Sejahtera Tipe C Tanah Abang Jakarta Pusat,jakarta,campur,tanah abang,4,1800000
Kost Tomang Utara 2/190G Grogol Petamburan Jakarta Barat,jakarta,putri,grogol petamburan,4,1100000
Kost Sultan Agung 26 Tipe A Jakarta Selatan,jakarta,campur,setiabudi,6,2500000
Kost Sandio Pejompongan Tanah Abang Jakarta Pusat,jakarta,campur,tanah abang,4,2250000
Kost Benhil Tanah Abang Jakarta Pusat,jakarta,putri,tanah abang,6,2800000
[FLEXI] Kost Singgahsini Fatmawati Residence Tipe A Cilandak Jakarta Selatan,jakarta,campur,cilandak,6,1904000
[FLEXI] Kost Singgahsini Fatmawati Residence Tipe F Cilandak Jakarta Selatan,jakarta,campur,cilandak,6,1702500
[FLEXI] Kost Singgahsini Cozee Home Tipe A Cilandak Jakarta Selatan,jakarta,putri,cilandak,6,2350000
[FLEXI] Kost Singgahsini Cozee Home Tipe B Cilandak Jakarta Selatan,jakarta,putri,cilandak,6,2250000
[FLEXI] Kost Singgahsini Cipete Tipe C Jakarta Selatan,jakarta,campur,kebayoran baru,6,3629000
[FLEXI] Kost Singgahsini Lebak Bulus Cilandak Jakarta Selatan,jakarta,campur,cilandak,6,2204000
[FLEXI] Kost Singgahsini Cipete Tipe B Jakarta Selatan,jakarta,campur,kebayoran baru,6,4020000
[FLEXI] Kost Singgahsini Haji Nawi Tipe A Cilandak Jakarta Selatan,jakarta,campur,kebayoran baru,6,3420000
[FLEXI] Kost Singgahsini House of Marsya Cilandak Jakarta Selatan,jakarta,campur,cilandak,6,3350000
[FLEXI] Kost Singgahsini Fatmawati Residence Tipe B Cilandak Jakarta Selatan,jakarta,campur,cilandak,6,2370000
[FLEXI] Kost Singgahsini Fatmawati Residence Tipe C Cilandak Jakarta Selatan,jakarta,campur,cilandak,6,2370000
[FLEXI] Kost Singgahsini Fatmawati Residence Tipe D Cilandak Jakarta Selatan,jakarta,campur,cilandak,6,2470000
Kost Rumah Kamang Residence Tipe Studio Ragunan Pasar Minggu Jakarta Selatan GF,jakarta,campur,pasar minggu,6,3850000
Kost Ragunan Residence Tipe Eksklusif Pasar Minggu Jakarta Selatan GF,jakarta,campur,pasar minggu,6,2254000
Kost Ragunan Residence Tipe Studio Pasar Minggu Jakarta Selatan GF,jakarta,campur,pasar minggu,6,3000000
Kost Ragunan Residence Tipe VIP Pasar Minggu Jakarta Selatan,jakarta,campur,pasar minggu,6,2750000
Kost Nugra House Karet Setiabudi Jakarta Selatan,jakarta,campur,setiabudi,6,4000000
Kost Tranches Karet Kuningan Setiabudi Jakarta Selatan,jakarta,campur,setiabudi,6,2500000
Kost 3tranches Setiabudi Jakarta Selatan,jakarta,campur,setiabudi,6,2500000
Kost Karet Setia Budi Jakarta Selatan,jakarta,putri,setiabudi,6,1700000
Kosan Bu Eni Karet Setia Budi,jakarta,putra,setiabudi,4,1100000
Kost Yosi Perdana Tipe C Setiabudi Jakarta Selatan,jakarta,putra,setiabudi,4,1300000
Kost Yosi Perdana Tipe A Setiabudi Jakarta Selatan,jakarta,campur,setiabudi,0,1000000
Kost Yosi Perdana Tipe B Setiabudi Jakarta Selatan,jakarta,campur,setiabudi,0,1000000
Kost Edward Residence Grogol petamburan Jakarta Barat,jakarta,campur,grogol petamburan,6,1700000
Kost 611 Tipe B Tanah Abang Jakarta Pusat,jakarta,campur,tanah abang,4,950000
Kost 611 Tipe A Tanah Abang Jakarta Pusat,jakarta,campur,tanah abang,4,1200000
Kost Gedong Lima Grogol Petamburan Jakarta Barat,jakarta,putra,grogol petamburan,6,1400000
Kost Sabang Tipe D Menteng Jakarta Pusat,jakarta,putri,menteng,4,2100000
Kost Sabang 40 Tipe F Menteng Jakarta Pusat,jakarta,putri,menteng,2,1800000
Kost Kosera Grogol Petamburan Jakarta Barat,jakarta,campur,grogol petamburan,4,1200000
Kost Untar Grogol Petamburan Jakarta Barat,jakarta,campur,grogol petamburan,4,1600000
Kost Seruni Residences Grogol Petamburan Jakarta Barat,jakarta,putri,grogol petamburan,6,1700000
Kost Nalabarca House Tipe A Grogol Petamburan Jakarta Barat,jakarta,campur,grogol petamburan,4,1500000
Kost Jelambar Selatan Tipe E Grogol Petamburan Jakarta Barat,jakarta,campur,grogol petamburan,4,850000
Kost Rawa Kepa Tipe A Grogol Petamburan Jakarta Barat,jakarta,campur,grogol petamburan,6,1300000
Kost Kota Glodok Hayam Wuruk Gajah Mada Jembatan Lima Tipe A Tambora Jakarta Barat,jakarta,campur,tambora,4,750000
Kost Kota Glodok Hayam Wuruk Gajah Mada Jembatan Lima Tipe B Tambora Jakarta Barat,jakarta,campur,tambora,6,1050000
Kost Kota Glodok Hayam Wuruk Tipe C Tambora Jakarta Barat,jakarta,campur,tambora,4,1000000
Kost Kota Glodok Hayam Wuruk Gajah Mada Jembatan Lima Tipe D Tambora Jakarta Barat,jakarta,campur,tambora,6,1350000
Kost Kota Glodok Hayam Wuruk Gajah Mada Jembatan Lima Tipe E Tambora Jakarta Barat,jakarta,campur,tambora,6,1500000
Kost Jelambar Selatan 2/B2a Tipe B Grogol Petamburan Jakarta Barat,jakarta,campur,grogol petamburan,4,900000
Kost Jelambar Selatan 2/B2a Tipe A Grogol Petamburan Jakarta Barat,jakarta,campur,grogol petamburan,4,800000
Kost Teras BSD Serpong Tangerang Selatan,jakarta,campur,serpong,4,2300000
Kost Paviliun Rumah Rawabuntu Serpong Tangerang Selatan,jakarta,campur,serpong,4,1200000
Kost Orchid House Serpong Tangerang Selatan,jakarta,campur,serpong,6,1400000
Kost Sakura House BSD Serpong Tangerang Selatan,jakarta,putri,serpong,2,750000
Kost Muslimah Griya Aisyah Serpong Tangerang Selatan,jakarta,putri,serpong,4,1450000
Kost Muslimah Uni Tipe B Serpong Tangerang Selatan,jakarta,putri,serpong,4,1600000
Kost Muslimah Uni Tipe A Serpong Tangerang Selatan,jakarta,putri,serpong,6,1800000
Kost Rawa Buntu Bsd Tangerang Selatan,jakarta,campur,serpong,0,1700000
Kost Oma Evi Rawabuntu Serpong Tangerang Selatan,jakarta,putri,serpong,6,1300000
Kost DoubleR Anggrek Loka Serpong Tangerang Selatan,jakarta,putra,serpong,4,1400000
Kost Rumah Mandiri BSD Tangerang,jakarta,putri,serpong,0,700000
Kost Apple Serpong Tangerang Selatan,jakarta,campur,serpong,2,1000000
Kost Homestay Pak Gatot Duren Sawit Jakarta Timur,jakarta,campur,duren sawit,2,700000
Kost Family Tipe A Duren Sawit Jakarta Timur,jakarta,campur,duren sawit,6,2000000
Kost Swadaya Raya Type A Duren Sawit Jakarta Timur,jakarta,campur,duren sawit,4,1300000
Kost Zakaria Duren Sawit Jakarta Timur,jakarta,campur,duren sawit,2,1800000
Kost Pondok Permai Tipe B Duren Sawit Jakarta Timur,jakarta,campur,duren sawit,4,1400000
DEKOST MANAGEMENT Type A Malaka Sari Jakarta Timur,jakarta,putri,duren sawit,4,800000
Kost Simatupang Duren Sawit Jakarta Timur,jakarta,campur,duren sawit,4,1400000
Kost Exclusive Kalimalang Tipe D Pondok Kelapa Jakarta Timur,jakarta,campur,duren sawit,4,1600000
Kost Gading Elok Residence II Tipe Single Bed Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,6,2100000
Kost Gading Elok Residence II Tipe Queen Bed Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,6,2800000
Kost Murah Jl Kelapa Puan Tipe B Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,4,700000
Kost Putri Kelapa Gading Ibu Elis Jakarta Utara,jakarta,putri,kelapa gading,4,2100000
Kost Eksekutif Boulevard Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,6,3500000
Kost Putri Amor Tipe B Kelapa Gading Jakarta Utara,jakarta,putri,kelapa gading,2,700000
Kost Putri Amor Tipe A Kelapa Gading Jakarta Utara,jakarta,putri,kelapa gading,2,700000
Kost Jl Kelapa Puan Tipe C  Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,4,950000
Kost Jl Kelapa Puan Tipe A Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,4,800000
Kost Gading Elok Cengkir Tipe B Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,0,1200000
Kost Gading Elok Cengkir Tipe A Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,4,1500000
Kost Zam Zam Life  Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,4,2000000
Kost Griya Flamboyan Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,6,2250000
Kost Fantasy Kelapa Gading Jakarta Utara,jakarta,putri,kelapa gading,4,1400000
Kost Flamboyan Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,6,2250000
Kost Puri Nias Tipe B Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,6,2700000
Kost Harpa Place Tipe B Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,6,2200000
Kost Harpa Place Tipe A Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,6,2400000
Kost Anaia Tanah Abang Jakarta Pusat,jakarta,putra,tanah abang,6,1700000
Kost Izhar Studio Seibu Mansion Setiabudi Jakarta Selatan,jakarta,campur,setiabudi,4,2500000
Kost Izhar Tanah Abang Jakarta Pusat,jakarta,putri,tanah abang,4,1300000
Kost Putri Palmerah Jakarta Barat,jakarta,putri,palmerah,2,1600000
Kost Jl Administrasi Tanah Abang Jakarta Pusat,jakarta,campur,tanah abang,4,2500000
Kost Cindy Setiabudi Jakarta Selatan,jakarta,campur,setiabudi,0,850000
Kost Ibu Eddy Slipi Palmerah Jakarta Barat,jakarta,putra,palmerah,0,500000
Kost Wisma Pendawa Lima 2 Palmerah Jakarta Barat,jakarta,campur,palmerah,6,1815000
Kost HOC Tanah Abang Jakarta Pusat,jakarta,campur,tanah abang,4,3500000
Kost Ratim Tipe B Setiabudi Jakarta Selatan,jakarta,putri,setiabudi,2,1500000
Kost Ratim Tipe A Setiabudi Jakarta Selatan,jakarta,putri,setiabudi,0,1700000
Kost Jl Administrasi Negara Tipe B Pejompongan Jakarta Pusat,jakarta,campur,tanah abang,4,2750000
Kost Henky Karet Jakarta Pusat,jakarta,putra,tanah abang,0,750000
Kost Haryo Kebayoran Baru Jakarta Selatan,jakarta,campur,kebayoran baru,2,1200000
Kost Anggrek Setiabudi Jakarta Selatan,jakarta,putri,setiabudi,4,1600000
Kost OK Setiabudi Jakarta Selatan,jakarta,campur,setiabudi,2,1025000
Kost Slipi Tipe A Palmerah Jakarta Barat,jakarta,putri,palmerah,4,1600000
Kost Gading Greenhill Kelapa Gading Jakarta Utara,jakarta,campur,kelapa gading,6,2050000
Kost Griya Damar Tipe A Pancoran Jakarta Selatan,jakarta,putra,pancoran,4,730000
Kost Lorenda Tebet Jakarta Selatan,jakarta,campur,tebet,6,1500000
Kost Tirta Cassablanca Tipe A Setiabudi Jakarta Selatan,jakarta,campur,setiabudi,2,1250000
Kost Rumah Pengadegan Pancoran Jakarta Selatan,jakarta,campur,pancoran,6,1500000
Kost Griya Hijau Kebon Baru Tebet Jakarta Selatan,jakarta,putra,tebet,4,1800000
Kost SyailendraTipe B Tebet Jakarta Selatan,jakarta,campur,tebet,6,2700000
Kost Syailendra Tebet Jakarta Selatan,jakarta,campur,tebet,6,3700000
Kost 88 Group Pancoran Jakarta Selatan,jakarta,campur,pancoran,6,1800000
Kost 88 Group Tipe A Pancoran Jakarta Selatan,jakarta,campur,pancoran,6,1800000
Kost Guest House Grita Tebet Jakarta Selatan,jakarta,campur,tebet,6,1900000
Kost Tirta Cassablanca Tipe B Setiabudi Jakarta Selatan,jakarta,campur,setiabudi,6,1800000
Kost D&G Home Tipe B Pancoran Jakarta Selatan,jakarta,campur,pancoran,6,2500000
Kost D&G Home Tipe C Pancoran Jakarta Selatan,jakarta,campur,pancoran,6,3000000
Kost Griya Damar Tipe B Pancoran Jakarta Selatan,jakarta,putra,pancoran,4,913000
[FLEXI] Kost Singgahsini MnV Co-Living Tipe B Bendungan Hilir Jakarta Pusat,jakarta,campur,tanah abang,6,2491000
[FLEXI] Kost Singgahsini Homey Hompy Tipe A Tebet Jakarta Selatan,jakarta,putri,tebet,6,2790000
[FLEXI] Kost Singgahsini Lontar Tipe A Setiabudi Jakarta Selatan,jakarta,putri,setiabudi,6,2462800
[FLEXI] Kost Singgahsini MnV Co-Living Tipe A Bendungan Hilir Jakarta Pusat,jakarta,campur,tanah abang,6,2204000
[FLEXI] Kost Singgahsini Wisma KS23 Tipe A Setiabudi Jakarta Selatan,jakarta,campur,setiabudi,6,1953600
[FLEXI] Kost Singgahsini East 37 Tipe C Tebet Timur Jakarta Selatan,jakarta,putra,tebet,6,2167000
[FLEXI] Kost Singgahsini Lontar Tipe B Setiabudi Jakarta Selatan,jakarta,putri,setiabudi,6,2420000
[FLEXI] Kost Singgahsini Homey Hompy Tipe B Tebet Jakarta Selatan,jakarta,putri,tebet,6,2700000
[FLEXI] Kost Singgahsini East 37 Tipe D Tebet Timur Jakarta Selatan,jakarta,campur,tebet,6,2538000
[FLEXI] Kost Singgahsini Tanah Abang Tipe C Jakarta Pusat,jakarta,putri,tanah abang,6,1520000
[FLEXI] Kost Singgahsini Casa Palem Tipe A Bendungan Hilir Jakarta Pusat,jakarta,campur,tanah abang,6,1728000
[FLEXI] Kost Singgahsini Dian Setiabudi Tipe B Jakarta Selatan,jakarta,campur,setiabudi,6,2120000
[FLEXI] Kost Singgahsini Dian Setiabudi Tipe C Jakarta Selatan,jakarta,campur,setiabudi,6,2220000
[FLEXI] Kost Singgahsini Wisma KS23 Tipe B Setiabudi Jakarta Selatan,jakarta,campur,setiabudi,6,2320000
[FLEXI] Kost Singgahsini East 37 Tipe A Tebet Timur Jakarta Selatan,jakarta,putra,tebet,6,1890000
[FLEXI] Kost Singgahsini East 37 Tipe B Tebet Timur Jakarta Selatan,jakarta,putra,tebet,4,2020000
Kost Rumah Kayu Manis Tipe A Tebet Jakarta Selatan GF,jakarta,campur,tebet,4,2300000
Kost Bumi Benhil Tipe A Tanah Abang Jakarta Pusat GF,jakarta,campur,tanah abang,4,3000000
Kost Benhil 7 Tipe C Tanah Abang Jakarta Pusat GF,jakarta,putra,tanah abang,2,1485000
