texts,kota,type_kos,area,fasilitas,harga_nomina
"Campur
    
				Kost Jl Jawa No 22 Gubeng Surabaya
			  Gubeng 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 3.500.000
						 
							/ bulan",surabaya,Campur,Cibeunying Kaler,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",3500000
"Campur
 
	Sisa 2 Kamar
   
				Kost Premium Ngagel Mulyo Wonokromo Surabaya
			  Wonokromo 
				K. Mandi Dalam · WiFi
			     
							Rp 1.750.000
						 
							/ bulan",surabaya,Campur,Wonokromo,"['K. Mandi Dalam ', ' WiFi']",1750000
"Kos Andalan
 
	Campur
    
				Kost Alindha Tipe A Tambaksari Surabaya
			  Tambaksari 
				K. Mandi Dalam · WiFi
			     
							Rp 1.300.000
						 
							/ bulan",surabaya,Campur,Tambaksari,"['K. Mandi Dalam','WiFi']",1300000
"Putri
 
	Sisa 4 Kamar
   
				Kost Jl Kalijudan Mulyorejo Surabaya
			  Mulyorejo 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan
						  2.8",surabaya,Putri,Mulyorejo,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",500000
"Campur
 
	Sisa 2 Kamar
   
				Kost Yellow Tipe A Gunung Anyar Surabaya
			  Gunung Anyar 
				WiFi · Akses 24 Jam
			     
							Rp 1.000.000
						 
							/ bulan",surabaya,Campur,Gunung Anyar,"['WiFi ', ' Akses 24 Jam']",1000000
"Kos Andalan
 
	Putri
    
				Kost Medokan Asri 43  Tipe B Rungkut Surabaya
			  Rungkut 
				K. Mandi Dalam
			     
							Rp 800.000
						 
							/ bulan",surabaya,Putri,Rungkut,['K. Mandi Dalam'],800000
"Kos Andalan
 
	Putra
    
				Kost Medokan House Syariah Gununganyar Surabaya
			  Rungkut 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.500.000
						 
							/ bulan",surabaya,Putra,Rungkut,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1500000
"Kos Andalan
 
	Putri
    
				Kost Medokan Asri 43  Tipe A Rungkut Surabaya
			  Rungkut 
				
			     
							Rp 750.000
						 
							/ bulan",surabaya,Putri,Rungkut,[''],750000
"Kos Andalan
 
	Putra
    
				Kost Bale Modokan Tipe A Rungkut Surabaya
			  Rungkut 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.250.000
						 
							/ bulan",surabaya,Putra,Rungkut,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1250000
"Putra
 
	Sisa 2 Kamar
   
				Kost P Tohir Sempol Singosari Malang
			  Singosari 
				Akses 24 Jam
			     
							Rp 225.000
						 
							/ bulan",malang,Putra,Singosari,['Akses 24 Jam'],225000
"Campur
 
	Sisa 1 Kamar
   
				Kost Pak Aris Godean Sleman
			  Godean 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 250.000
						 
							/ bulan",jogja,Campur,Godean,"['K. Mandi Dalam ', ' Akses 24 Jam']",250000
"Putra
 
	Sisa 1 Kamar
   
				Kost Tunjungtirto Singosari Malang
			  Singosari 
				Akses 24 Jam
			     
							Rp 250.000
						 
							/ bulan",malang,Putra,Singosari,['Akses 24 Jam'],250000
"Putri
 
	Sisa 2 Kamar
   
				Kost Ibu Titis Tipe A Kepanjen Malang
			  Kepanjen 
				WiFi
			     
							Rp 300.000
						 
							/ bulan",malang,Putri,Kepanjen,['WiFi'],300000
"Campur
 
	Sisa 3 Kamar
   
				Kost Ibu Any Nurul Tipe A Bantul Yogyakarta
			  Bantul 
				Akses 24 Jam
			     
							Rp 325.000
						 
							/ bulan
						  4.2",jogja,Campur,Bantul,['Akses 24 Jam'],325000
"Putra
 
	Sisa 2 Kamar
   
				Kost Ibu Any Nurul Tipe B Bantul Yogyakarta
			  Bantul 
				Akses 24 Jam
			     
							Rp 325.000
						 
							/ bulan",jogja,Putra,Bantul,['Akses 24 Jam'],325000
"Putra
 
	Sisa 3 Kamar
   
				Kost Marni 2 Sewon Bantul 
			  Sewon 
				Akses 24 Jam
			     
							Rp 349.996
						 
							/ bulan",jogja,Putra,Sewon,['Akses 24 Jam'],349996
"Putri
 
	Sisa 2 Kamar
   
				Kost Rindang Sleman Yogyakarta
			  Godean 
				
			     
							Rp 350.000
						 
							/ bulan",jogja,Putri,Godean,[''],350000
"Putri
 
	Sisa 3 Kamar
   
				Kost Putri Bu Sarni Kepanjen Malang
			  Kepanjen 
				K. Mandi Dalam · WiFi
			     
							Rp 350.000
						 
							/ bulan
						  4.6",malang,Putri,Kepanjen,"['K. Mandi Dalam ', ' WiFi']",350000
"Putri
 
	Sisa 1 Kamar
   
				Kost Ibu Titis Tipe B Kepanjen Malang
			  Kepanjen 
				K. Mandi Dalam · WiFi
			     
							Rp 350.000
						 
							/ bulan",malang,Putri,Kepanjen,"['K. Mandi Dalam ', ' WiFi']",350000
"Putra
 
	Sisa 2 Kamar
   
				Kost Putra Mondoroko Singosari Malang
			  Singosari 
				
			     
							Rp 350.000
						 
							/ bulan",malang,Putra,Singosari,[''],350000
"Putra
 
	Sisa 2 Kamar
   
				Kost Griya Cendana Sukun Malang
			  Sukun 
				Akses 24 Jam
			     
							Rp 350.000
						 
							/ bulan",malang,Putra,Sukun,['Akses 24 Jam'],350000
"Putra
 
	Sisa 4 Kamar
   
				Kost KuyBarokah 2 Sukun Malang
			  Sukun 
				Akses 24 Jam
			     
							Rp 350.000
						 
							/ bulan",malang,Putra,Sukun,['Akses 24 Jam'],350000
"Putri
 
	Sisa 2 Kamar
   
				Kost Mergan Tipe A Sukun Malang
			  Sukun 
				WiFi · Akses 24 Jam
			     
							Rp 375.000
						 
							/ bulan",malang,Putri,Sukun,"['WiFi ', ' Akses 24 Jam']",375000
"Putri
 
	Sisa 2 Kamar
   
				Kost Az Zahra Godean Sleman
			  Godean 
				
			     
							Rp 400.000
						 
							/ bulan",jogja,Putri,Godean,[''],400000
"Putri
 
	Sisa 1 Kamar
   
				Kost Pondok Kusuma Umbulharjo Yogyakarta
			  Umbulharjo 
				WiFi · Akses 24 Jam
			     
							Rp 400.000
						 
							/ bulan",jogja,Putri,Umbulharjo,"['WiFi ', ' Akses 24 Jam']",400000
"Putri
 
	Sisa 3 Kamar
   
				Kost Bu Sukimin Umbulharjo Yogyakarta
			  Umbulharjo 
				
			     
							Rp 400.000
						 
							/ bulan",jogja,Putri,Umbulharjo,[''],400000
"Putra
 
	Sisa 1 Kamar
   
				Kost Jalan Wukir Batu Malang
			  Batu 
				WiFi · Akses 24 Jam
			     
							Rp 400.000
						 
							/ bulan",malang,Putra,Batu,"['WiFi ', ' Akses 24 Jam']",400000
"Campur
 
	Sisa 3 Kamar
   
				Kost Al-Qodri Kepanjen Malang
			  Kepanjen 
				
			     
							Rp 400.000
						 
							/ bulan",malang,Campur,Kepanjen,[''],400000
"Campur
 
	Sisa 3 Kamar
   
				Kost Ibu Tutik Singosari Malang
			  Singosari 
				
			     
							Rp 400.000
						 
							/ bulan",malang,Campur,Singosari,[''],400000
"Putra
 
	Sisa 4 Kamar
   
				Kost Bapak Mukaji Singosari Malang
			  Singosari 
				
			     
							Rp 400.000
						 
							/ bulan",malang,Putra,Singosari,[''],400000
"Putri
 
	Sisa 2 Kamar
   
				Kost Mergan Tipe B Sukun Malang
			  Sukun 
				WiFi · Akses 24 Jam
			     
							Rp 400.000
						 
							/ bulan",malang,Putri,Sukun,"['WiFi ', ' Akses 24 Jam']",400000
"Putri
 
	Sisa 2 Kamar
   
				Kost Alfina Gamping Sleman
			  Gamping 
				
			     
							Rp 450.000
						 
							/ bulan",jogja,Putri,Gamping,[''],450000
"Putra
 
	Sisa 3 Kamar
   
				Kost Gayam 10 TIpe A Umbulharjo Yogyakarta
			  Umbulharjo 
				
			     
							Rp 450.000
						 
							/ bulan",jogja,Putra,Umbulharjo,[''],450000
"Putri
 
        Sisa 1 Kamar
   
                                Kost Putri Survive Tipe  A Kotagede Yogyakarta
                          gede 
                                Akses 24 Jam
                             
                                                        Rp 450.000
                                                 
                                                        / bulan",jogja,Putri,gede,['Akses 24 Jam'],450000
"Putri
 
	Sisa 1 Kamar
   
				Kost Griya Syafa Batu Malang
			  Batu 
				WiFi · Akses 24 Jam
			     
							Rp 450.000
						 
							/ bulan",malang,Putri,Batu,"['WiFi ', ' Akses 24 Jam']",450000
"Putri
 
	Sisa 1 Kamar
   
				Kost Sofyan Batu Malang
			  Batu 
				WiFi · Akses 24 Jam
			     
							Rp 450.000
						 
							/ bulan",malang,Putri,Batu,"['WiFi ', ' Akses 24 Jam']",450000
"Putri
 
	Sisa 2 Kamar
   
				Kost Kelud 115 Kota Batu
			  Batu 
				WiFi · Akses 24 Jam
			     
							Rp 450.000
						 
							/ bulan",malang,Putri,Batu,"['WiFi ', ' Akses 24 Jam']",450000
"Putri
 
	Sisa 2 Kamar
   
				Kost Ibu Soes Tipe A Kepanjen Malang
			  Kepanjen 
				WiFi · Akses 24 Jam
			     
							Rp 450.000
						 
							/ bulan",malang,Putri,Kepanjen,"['WiFi ', ' Akses 24 Jam']",450000
"Putra
 
	Sisa 1 Kamar
   
				Kost Barokah Tipe A Kepanjen Malang
			  Kepanjen 
				WiFi · Akses 24 Jam
			     
							Rp 450.000
						 
							/ bulan",malang,Putra,Kepanjen,"['WiFi ', ' Akses 24 Jam']",450000
"Putri
 
	Sisa 1 Kamar
   
				Kost Mergan Tanjungrejo Sukun Malang
			  Sukun 
				
			     
							Rp 450.000
						 
							/ bulan",malang,Putri,Sukun,[''],450000
"Putri
 
	Sisa 4 Kamar
   
				Kost Griya Moelya Tipe A Klojen Malang
			  Klojen 
				WiFi
			     
							Rp 470.000
						 
							/ bulan",malang,Putri,Klojen,['WiFi'],470000
"Putra
 
	Sisa 3 Kamar
   
				Kost Ketintang II Wonokromo Surabaya
			  Wonokromo 
				WiFi
			     
							Rp 500.000
						 
							/ bulan",surabaya,Putra,Wonokromo,['WiFi'],500000
"Putri
 
	Sisa 1 Kamar
   
				Kost Putri Ajie Pucangan Gubeng Surabaya
			  Gubeng 
				WiFi · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan",surabaya,Putri,Gubeng,"['WiFi ', ' Akses 24 Jam']",500000
"Putri
 
	Sisa 2 Kamar
   
				Kost Omah Tabon Godean  Sleman
			  Godean 
				WiFi · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan
						  3.8",jogja,Putri,Godean,"['WiFi ', ' Akses 24 Jam']",500000
"Campur
 
	Sisa 4 Kamar
   
				Kost Ibu Sri Mulyani Bantul
			  Bantul 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan",jogja,Campur,Bantul,"['K. Mandi Dalam ', ' Akses 24 Jam']",500000
"Putri
 
	Sisa 3 Kamar
   
				Kost Muslimah Nafisah Trirenggo Bantul
			  Bantul 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan",jogja,Putri,Bantul,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",500000
"Putri
 
	Sisa 1 Kamar
   
				Kost Muslim Mesra I Umbulharjo Yogyakarta
			  Umbulharjo 
				WiFi
			     
							Rp 500.000
						 
							/ bulan",jogja,Putri,Umbulharjo,['WiFi'],500000
"Putra
 
	Sisa 3 Kamar
   
				Kost Kembar Dua Mergangsan Yogyakarta
			  Mergangsan 
				WiFi
			     
							Rp 500.000
						 
							/ bulan",jogja,Putra,Mergangsan,['WiFi'],500000
"Putri
 
	Sisa 2 Kamar
   
				Kost Mondoliko Umbulharjo Yogyakarta
			  Umbulharjo 
				WiFi
			     
							Rp 500.000
						 
							/ bulan
						  3.7",jogja,Putri,Umbulharjo,['WiFi'],500000
"Putri
 
	Sisa 3 Kamar
   
				Kost Bu Kamto Batu
			  Batu 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan",malang,Putri,Batu,"['K. Mandi Dalam ', ' Akses 24 Jam']",500000
"Putri
 
	Sisa 4 Kamar
   
				Kost Pak Juni Batu
			  Batu 
				K. Mandi Dalam · WiFi
			     
							Rp 500.000
						 
							/ bulan",malang,Putri,Batu,"['K. Mandi Dalam ', ' WiFi']",500000
"Putri
 
	Sisa 2 Kamar
   
				Kost Salsabila Tipe A Klojen Malang
			  Klojen 
				WiFi · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan",malang,Putri,Klojen,"['WiFi ', ' Akses 24 Jam']",500000
"Campur
 
	Sisa 2 Kamar
   
				Kost Buk Maning Kepanjen  Malang
			  Kepanjen 
				K. Mandi Dalam · WiFi
			     
							Rp 500.000
						 
							/ bulan",malang,Campur,Kepanjen,"['K. Mandi Dalam ', ' WiFi']",500000
"Putra
 
	Sisa 1 Kamar
   
				Kost Barokah Tipe B Kepanjen Malang
			  Kepanjen 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan",malang,Putra,Kepanjen,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",500000
"Putra
 
	Sisa 1 Kamar
   
				Kost Janti Sukun Malang
			  Sukun 
				WiFi · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan",malang,Putra,Sukun,"['WiFi ', ' Akses 24 Jam']",500000
"Putri
 
	Sisa 3 Kamar
   
				Kost Vfaeyfa Sukun Malang
			  Sukun 
				
			     
							Rp 530.000
						 
							/ bulan",malang,Putri,Sukun,[''],530000
"Campur
 
	Sisa 3 Kamar
   
				Kost Bu Kasminah Tipe B Sedati Sidoarjo
			  Sedati 
				K. Mandi Dalam · WiFi
			     
							Rp 550.000
						 
							/ bulan",surabaya,Campur,Sedati,"['K. Mandi Dalam ', ' WiFi']",550000
"Putri
 
	Sisa 1 Kamar
   
				Kost Sedati Permaiiii Tipe B Waru Sidoarjo
			  Sedati 
				WiFi · Akses 24 Jam
			     
							Rp 550.000
						 
							/ bulan",surabaya,Putri,Sedati,"['WiFi ', ' Akses 24 Jam']",550000
"Putri
 
	Sisa 4 Kamar
   
				Kost Aulian Gunung Anyar Surabaya
			  Gunung Anyar 
				
			     
							Rp 550.000
						 
							/ bulan",surabaya,Putri,Gunung Anyar,[''],550000
"Putra
 
	Sisa 2 Kamar
   
				Kost Amanah Sigit Godean Sleman
			  Godean 
				K. Mandi Dalam
			     
							Rp 550.000
						 
							/ bulan",jogja,Putra,Godean,['K. Mandi Dalam'],550000
"Putra
 
	Sisa 4 Kamar
   
				Kost Amanah Tangkilan Sidoarum Godean Sleman
			  Godean 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 550.000
						 
							/ bulan",jogja,Putra,Godean,"['K. Mandi Dalam ', ' Akses 24 Jam']",550000
"Putri
 
	Sisa 1 Kamar
   
				Kost Andini Warungboto Tipe A Umbulharjo Yogyakarta
			  Umbulharjo 
				WiFi · Akses 24 Jam
			     
							Rp 550.000
						 
							/ bulan
						  4.0",jogja,Putri,Umbulharjo,"['WiFi ', ' Akses 24 Jam']",550000
"Putra
 
	Sisa 2 Kamar
   
				Kost Cozy Dozy Candi Trowulan Lowokwaru Malang
			  Lowokwaru 
				Akses 24 Jam
			     
							Rp 550.000
						 
							/ bulan",malang,Putra,Lowokwaru,['Akses 24 Jam'],550000
"Putri
 
	Sisa 3 Kamar
   
				Kost Ungu Tipe A Wonokromo Surabaya
			  Wonokromo 
				K. Mandi Dalam
			     
							Rp 600.000
						 
							/ bulan
						  1.3",surabaya,Putri,Wonokromo,['K. Mandi Dalam'],600000
"Putri
 
	Sisa 1 Kamar
   
				Kost Bratang Tipe B Wonokromo Surabaya
			  Wonokromo 
				Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan",surabaya,Putri,Wonokromo,['Akses 24 Jam'],600000
"Putra
 
	Sisa 3 Kamar
   
				Kost Teletubbies Tipe B Ngemplak Sleman
			  Ngemplak 
				K. Mandi Dalam
			     
							Rp 600.000
						 
							/ bulan",jogja,Putra,Ngemplak,['K. Mandi Dalam'],600000
"Putri
 
	Sisa 3 Kamar
   
				Kost Putri Nafisa Bantul Yogyakarta
			  Bantul 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan",jogja,Putri,Bantul,"['K. Mandi Dalam ', ' Akses 24 Jam']",600000
"Putri
 
	Sisa 1 Kamar
   
				Kost Nova Sewon Bantul
			  Sewon 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan",jogja,Putri,Sewon,"['K. Mandi Dalam ', ' Akses 24 Jam']",600000
"Putri
 
	Sisa 3 Kamar
   
				Kost 466 Tipe  B Lowokwaru Malang
			  Lowokwaru 
				Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan",malang,Putri,Lowokwaru,['Akses 24 Jam'],600000
"Campur
 
	Sisa 3 Kamar
   
				Kost Asri Kepanjen Malang
			  Kepanjen 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan
						  4.8",malang,Campur,Kepanjen,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",600000
"Putra
 
	Sisa 3 Kamar
   
				Kost Kepanjen Fariyana Kepanjen Malang
			  Kepanjen 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan",malang,Putra,Kepanjen,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",600000
"Putra
 
	Sisa 2 Kamar
   
				Kost Adisantuso 20 Kepanjen Malang
			  Kepanjen 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan",malang,Putra,Kepanjen,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",600000
"Putri
 
	Sisa 3 Kamar
   
				Kost Jl Kurma Sukun Malang
			  Sukun 
				WiFi · Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan",malang,Putri,Sukun,"['WiFi ', ' Akses 24 Jam']",600000
"Putri
 
	Sisa 2 Kamar
   
				Kost Griya Moelya Tipe C Klojen Malang
			  Klojen 
				WiFi · Akses 24 Jam
			     
							Rp 620.000
						 
							/ bulan",malang,Putri,Klojen,"['WiFi ', ' Akses 24 Jam']",620000
"Putra
 
	Sisa 3 Kamar
   
				Kost Daffa Rungkut Surabaya
			  Gunung Anyar 
				
			     
							Rp 650.000
						 
							/ bulan",surabaya,Putra,Gunung Anyar,[''],650000
"Campur
 
	Sisa 1 Kamar
   
				Kost Bu Guridno Waru Sidoarjo
			  Waru 
				
			     
							Rp 650.000
						 
							/ bulan",surabaya,Campur,Waru,[''],650000
"Putra
 
	Sisa 2 Kamar
   
				Kost Teletubbies Tipe C Ngemplak Sleman
			  Ngemplak 
				
			     
							Rp 650.000
						 
							/ bulan
						  3.3",jogja,Putra,Ngemplak,[''],650000
"Putri
 
	Sisa 1 Kamar
   
				Kost Ibu Tuti Tipe B Godean Sleman
			  Godean 
				WiFi · Akses 24 Jam
			     
							Rp 650.000
						 
							/ bulan",jogja,Putri,Godean,"['WiFi ', ' Akses 24 Jam']",650000
"Putri
 
	Sisa 1 Kamar
   
				Kost Muslimah Kamila Umbulharjo Yogyakarta
			  Umbulharjo 
				Akses 24 Jam
			     
							Rp 650.000
						 
							/ bulan",jogja,Putri,Umbulharjo,['Akses 24 Jam'],650000
"Putri
 
	Sisa 1 Kamar
   
				Kost Andini Warungboto Tipe C Umbulharjo Yogyakarta
			  Umbulharjo 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 650.000
						 
							/ bulan",jogja,Putri,Umbulharjo,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",650000
"Campur
 
	Sisa 2 Kamar
   
				Kost LG Homestay Kepanjen Malang
			  Kepanjen 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 650.000
						 
							/ bulan",malang,Campur,Kepanjen,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",650000
"Campur
 
	Sisa 2 Kamar
   
				Kost Pak Febri Blimbing Malang
			  Blimbing 
				K. Mandi Dalam
			     
							Rp 650.000
						 
							/ bulan",malang,Campur,Blimbing,['K. Mandi Dalam'],650000
"Putra
 
	Sisa 3 Kamar
   
				Kost 39 Ngagel Wonokromo Surabaya
			  Wonokromo 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan",surabaya,Putra,Wonokromo,"['K. Mandi Dalam ', ' Akses 24 Jam']",700000
"Putri
 
	Sisa 1 Kamar
   
				Kost Dinoyo Sekolahan Gg 1 Tegalsari Surabaya
			  Tegalsari 
				WiFi
			     
							Rp 700.000
						 
							/ bulan
						  4.4",surabaya,Putri,Tegalsari,['WiFi'],700000
"Putra
 
	Sisa 1 Kamar
   
				Kost Pungky Ngaglik Sleman Yogyakarta
			  Ngaglik 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan",jogja,Putra,Ngaglik,"['K. Mandi Dalam ', ' Akses 24 Jam']",700000
"Putra
 
	Sisa 1 Kamar
   
				Kost Teletubbies Tipe D Ngemplak Sleman
			  Ngemplak 
				K. Mandi Dalam
			     
							Rp 700.000
						 
							/ bulan",jogja,Putra,Ngemplak,['K. Mandi Dalam'],700000
"Putra
 
	Sisa 1 Kamar
   
				Kost Sakura 22A Tipe A Kota Batu
			  Batu 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan",malang,Putra,Batu,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",700000
"Putri
 
	Sisa 4 Kamar
   
				Kost Griya Shania Klojen Malang
			  Klojen 
				
			     
							Rp 700.000
						 
							/ bulan",malang,Putri,Klojen,[''],700000
"Putri
 
	Sisa 2 Kamar
   
				Kost 3 Dara Tipe A Sukun Malang
			  Sukun 
				WiFi
			     
							Rp 700.000
						 
							/ bulan",malang,Putri,Sukun,['WiFi'],700000
"Campur
 
	Sisa 2 Kamar
   
				Kost Asri indah Waru Sidoarjo 
			  Waru 
				K. Mandi Dalam · WiFi
			     
							Rp 725.000
						 
							/ bulan",surabaya,Campur,Waru,"['K. Mandi Dalam ', ' WiFi']",725000
"Putra
 
	Sisa 2 Kamar
   
				Kost Jl Ngagel Mulyo 48 Tipe B Wonokromo Surabaya
			  Wonokromo 
				WiFi
			     
							Rp 750.000
						 
							/ bulan",surabaya,Putra,Wonokromo,['WiFi'],750000
"Putra
 
	Sisa 2 Kamar
   
				Kost Abell Tipe A Godean Sleman
			  Godean 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 750.000
						 
							/ bulan",jogja,Putra,Godean,"['K. Mandi Dalam ', ' Akses 24 Jam']",750000
"Putra
 
	Sisa 1 Kamar
   
				Kost  AL-Fazza Sidoarum Godean Sleman
			  Godean 
				WiFi · Akses 24 Jam
			     
							Rp 750.000
						 
							/ bulan
						  5.0",jogja,Putra,Godean,"['WiFi ', ' Akses 24 Jam']",750000
"Putri
 
	Sisa 1 Kamar
   
				Kost Andini Warungboto Tipe D Umbulharjo Yogyakarta
			  Umbulharjo 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 750.000
						 
							/ bulan",jogja,Putri,Umbulharjo,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",750000
"Putra
 
	Sisa 1 Kamar
   
				Kost Cozy Dozy Candi Agung Tipe B Blimbing Malang
			  Lowokwaru 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 750.000
						 
							/ bulan",malang,Putra,Lowokwaru,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",750000
"Campur
 
	Sisa 3 Kamar
   
				Kost L Jl. Suropati Gang Karate Batu
			  Batu 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 750.000
						 
							/ bulan",malang,Campur,Batu,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",750000
"Campur
 
	Sisa 2 Kamar
   
				Kost Ruma Penataran 10 Tipe A Lowokwaru Malang
			  Lowokwaru 
				WiFi · Akses 24 Jam
			     
							Rp 750.000
						 
							/ bulan",malang,Campur,Lowokwaru,"['WiFi ', ' Akses 24 Jam']",750000
"Campur
 
	Sisa 3 Kamar
   
				Kost Yellow Tpe B Gunung Anyar Surabaya
			  Gunung Anyar 
				WiFi · Akses 24 Jam
			     
							Rp 800.000
						 
							/ bulan",surabaya,Campur,Gunung Anyar,"['WiFi ', ' Akses 24 Jam']",800000
"Putri
 
	Sisa 1 Kamar
   
				Kost Nafisa 2 Gubeng Surabaya 
			  Gubeng 
				
			     
							Rp 800.000
						 
							/ bulan",surabaya,Putri,Gubeng,[''],800000
"Putri
 
	Sisa 1 Kamar
   
				Paviliun Ibu Dwi Sedayu Bantul
			  Sedayu 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 800.000
						 
							/ bulan",jogja,Putri,Sedayu,"['K. Mandi Dalam ', ' Akses 24 Jam']",800000
